poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,yes,no,alternate_answers
86671,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,4/14/2024,4/16/2024,,,,196646,1358,rv,,rv,,4/17/2024 9:43,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HqmM53D.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HqmM53D.pdf,,,,40,51,9
86631,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,4/6/2024,4/9/2024,,,,196317,1795,a,,a,,4/10/2024 10:09,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_YmA9r9F.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_YmA9r9F.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_lMxEeEw.pdf,,,,36,51,13
86631,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,4/6/2024,4/9/2024,,,,196318,1583,rv,,rv,,4/10/2024 10:09,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_lMxEeEw.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_lMxEeEw.pdf,,,,40,52,8
86592,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,3/30/2024,4/2/2024,,,,195985,1813,a,,a,,4/3/2024 11:58,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_XCNmw8x.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_XCNmw8x.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5VGK6NY.pdf,,,,34,54,12
86592,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,3/30/2024,4/2/2024,,,,195986,1604,rv,,rv,,4/3/2024 11:58,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5VGK6NY.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5VGK6NY.pdf,,,,37,55,8
86591,1075,Marquette Law School,,,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,,3/18/2024,3/28/2024,,,,195968,1000,a,,a,,4/3/2024 10:59,,https://law.marquette.edu/poll/wp-content/uploads/2024/04/MLSPSC19PressRelease_CourtIssues.pdf,https://law.marquette.edu/poll/wp-content/uploads/2024/04/MLSPSC19PressRelease_CourtIssues.pdf,https://law.marquette.edu/poll/wp-content/uploads/2024/04/MLSPSC19Toplines_CourtItems.html,https://law.marquette.edu/poll/wp-content/uploads/2024/04/MLSPSC19Crosstabs_CourtItems.html,,,,47,53,0
86591,1075,Marquette Law School,,,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,,3/18/2024,3/28/2024,,,,196155,868,rv,,rv,,4/4/2024 9:55,,https://law.marquette.edu/poll/2024/04/03/detailed-results-of-the-marquette-law-school-supreme-court-poll-march-18-28-2024-2/,https://law.marquette.edu/poll/2024/04/03/detailed-results-of-the-marquette-law-school-supreme-court-poll-march-18-28-2024-2/,https://law.marquette.edu/poll/wp-content/uploads/2024/04/MLSPSC19ToplinesRV.html,,,,,47,53,0
86591,1075,Marquette Law School,,,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,,3/18/2024,3/28/2024,,,,196156,674,lv,,lv,,4/4/2024 9:55,,https://law.marquette.edu/poll/2024/04/03/detailed-results-of-the-marquette-law-school-supreme-court-poll-march-18-28-2024-2/,https://law.marquette.edu/poll/2024/04/03/detailed-results-of-the-marquette-law-school-supreme-court-poll-march-18-28-2024-2/,https://law.marquette.edu/poll/wp-content/uploads/2024/04/MLSPSC19ToplinesLV.html,,,,,48,52,0
86558,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,3/24/2024,3/26/2024,,,,195436,1594,a,,a,,3/27/2024 12:16,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_OIu7o2C.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_OIu7o2C.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_mTlzQOB.pdf,,,,32,54,14
86558,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,3/24/2024,3/26/2024,,,,195437,1415,rv,,rv,,3/27/2024 12:16,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_mTlzQOB.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_mTlzQOB.pdf,,,,37,55,8
86559,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9,,3/21/2024,3/25/2024,,,,195514,1407,rv,,rv,,3/27/2024 14:16,,https://poll.qu.edu/poll-release?releaseid=3894,https://poll.qu.edu/poll-release?releaseid=3894,,,,,,34,58,8
86559,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9,,3/21/2024,3/25/2024,,,,195518,1569,a,,a,,3/27/2024 14:16,,https://poll.qu.edu/poll-release?releaseid=3894,https://poll.qu.edu/poll-release?releaseid=3894,https://poll.qu.edu/images/polling/us/us03272024_trends_uyex26.pdf,,,,,32,58,10
86498,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,3/16/2024,3/19/2024,,,,194821,1682,a,,a,,3/20/2024 11:22,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_pFmhP6O.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_pFmhP6O.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_dyZbfXi.pdf,,,,36,50,14
86498,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,3/16/2024,3/19/2024,,,,194822,1510,rv,,rv,,3/20/2024 11:22,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_dyZbfXi.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_dyZbfXi.pdf,,,,39,51,10
86463,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,3/10/2024,3/12/2024,,,,194573,1559,a,,a,,3/13/2024 10:39,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_F5x8o9g.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_F5x8o9g.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ba6mR1n.pdf,,,,43,44,14
86463,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,3/10/2024,3/12/2024,,,,194574,1367,rv,,rv,,3/13/2024 10:39,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ba6mR1n.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ba6mR1n.pdf,,,,47,44,9
86459,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3,-1.1,Online Panel,9,,3/8/2024,3/11/2024,,,,194677,1482,a,,a,,3/15/2024 13:58,,https://www.yahoo.com/news/yahoo-newsyougov-poll-no-state-of-the-union-bump-for-biden-190451496.html,https://www.yahoo.com/news/yahoo-newsyougov-poll-no-state-of-the-union-bump-for-biden-190451496.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/20240311_yahoo_combined.pdf,,,,42,45,13
86459,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3,-1.1,Online Panel,9,,3/8/2024,3/11/2024,,,,194678,992,rv,,rv,,3/15/2024 13:58,,https://www.yahoo.com/news/yahoo-newsyougov-poll-no-state-of-the-union-bump-for-biden-190451496.html,https://www.yahoo.com/news/yahoo-newsyougov-poll-no-state-of-the-union-bump-for-biden-190451496.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/20240311_yahoo_combined.pdf,,,,47,45,8
86297,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,3/3/2024,3/5/2024,,,,194162,1556,a,,a,,3/6/2024 11:04,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_9OpjhGt.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_9OpjhGt.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nmFBeqb.pdf,,,,40,48,12
86297,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,3/3/2024,3/5/2024,,,,194163,1450,rv,,rv,,3/6/2024 11:04,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nmFBeqb.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nmFBeqb.pdf,,,,41,50,9
86215,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,2/25/2024,2/27/2024,,,,193709,1688,a,,a,,2/28/2024 9:58,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_XFw0j7s.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_XFw0j7s.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_hi9l9P2.pdf,,,,38,49,13
86215,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,2/25/2024,2/27/2024,,,,193710,1498,rv,,rv,,2/28/2024 9:58,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_hi9l9P2.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_hi9l9P2.pdf,,,,41,52,8
86145,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,2/18/2024,2/20/2024,,,,193104,1562,a,,a,,2/21/2024 10:58,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_J89zQ0v.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_J89zQ0v.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_LbK5uKN.pdf,,,,46,39,14
86145,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,2/18/2024,2/20/2024,,,,193105,1360,rv,,rv,,2/21/2024 10:58,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_LbK5uKN.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_LbK5uKN.pdf,,,,48,42,9
86148,1075,Marquette Law School,,,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,,2/5/2024,2/15/2024,,,,193136,1003,a,,a,,2/21/2024 15:29,,https://law.marquette.edu/poll/2024/02/20/detailed-results-of-the-marquette-law-school-supreme-court-poll-february-5-15-2024/,https://law.marquette.edu/poll/2024/02/20/detailed-results-of-the-marquette-law-school-supreme-court-poll-february-5-15-2024/,https://law.marquette.edu/poll/wp-content/uploads/2024/02/MLSPSC18Toplines_CourtItems.html,https://law.marquette.edu/poll/wp-content/uploads/2024/02/MLSPSC18Crosstabs_CourtItems.html,,,,40,60,0
86148,1075,Marquette Law School,,,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,,2/5/2024,2/15/2024,,,,193137,787,rv,,rv,,2/21/2024 15:29,,https://law.marquette.edu/poll/2024/02/20/detailed-results-of-the-marquette-law-school-supreme-court-poll-february-5-15-2024/,https://law.marquette.edu/poll/2024/02/20/detailed-results-of-the-marquette-law-school-supreme-court-poll-february-5-15-2024/,,,,,,45,55,0
86148,1075,Marquette Law School,,,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,,2/5/2024,2/15/2024,,,,193443,628,lv,,lv,,2/22/2024 9:45,,https://law.marquette.edu/poll/2024/02/21/detailed-results-of-the-marquette-law-school-supreme-court-poll-february-5-15-2024-2/,https://law.marquette.edu/poll/2024/02/21/detailed-results-of-the-marquette-law-school-supreme-court-poll-february-5-15-2024-2/,https://law.marquette.edu/poll/wp-content/uploads/2024/02/MLSPSC18ToplinesLV.html,,,,,43,57,0
85938,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,2/11/2024,2/13/2024,,,,192071,1671,a,,a,,2/14/2024 10:34,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_CLPOIop.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_CLPOIop.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_bC3K16R.pdf,,,,42,44,14
85938,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,2/11/2024,2/13/2024,,,,192072,1470,rv,,rv,,2/14/2024 10:34,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_bC3K16R.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_bC3K16R.pdf,,,,45,46,9
85859,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,2/4/2024,2/6/2024,,,,191821,1591,a,,a,,2/7/2024 10:42,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_PJ4ynwY.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_PJ4ynwY.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_H1zTWuF.pdf,,,,39,49,12
85859,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,2/4/2024,2/6/2024,,,,191822,1399,rv,,rv,,2/7/2024 10:42,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_H1zTWuF.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_H1zTWuF.pdf,,,,41,50,8
85772,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,1/28/2024,1/30/2024,,,,191356,1686,a,,a,,1/31/2024 10:59,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_f35zM8U.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_f35zM8U.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_f5kOruS.pdf,,,,31,54,16
85772,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,1/28/2024,1/30/2024,,,,191357,1486,rv,,rv,,1/31/2024 10:59,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_f5kOruS.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_f5kOruS.pdf,,,,35,54,11
85842,1888,UMass Amherst/YouGov,1233,WCVB-TV,University of Massachusetts Department of Political Science/YouGov,861,University of Massachusetts Department of Political Science/YouGov,2.4,-0.4,Online Panel,9,,1/25/2024,1/30/2024,,,,191771,1064,a,,a,,2/6/2024 9:28,,https://polsci.umass.edu/state-nation-toplines-crosstabs-feb-6-2024,https://polsci.umass.edu/state-nation-toplines-crosstabs-feb-6-2024,https://polsci.umass.edu/sites/default/files/January2024StateofNationBidenToplines.pdf,https://polsci.umass.edu/sites/default/files/January2024StateofNationBidenCrosstabs.pdf,,FALSE,,41,48,11
85699,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,1/21/2024,1/23/2024,,,,191087,1664,a,,a,,1/24/2024 11:12,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_kPUXgWx.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_kPUXgWx.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_i9N6Z0N.pdf,,,,39,47,14
85699,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,1/21/2024,1/23/2024,,,,191088,1497,rv,,rv,,1/24/2024 11:12,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_i9N6Z0N.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_i9N6Z0N.pdf,,,,42,49,9
85626,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,1/14/2024,1/16/2024,,,,190396,1660,a,,a,,1/17/2024 10:50,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Jt39PjS.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Jt39PjS.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HvTrDQB.pdf,,,,38,46,17
85626,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,1/14/2024,1/16/2024,,,,190397,1472,rv,,rv,,1/17/2024 10:50,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HvTrDQB.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HvTrDQB.pdf,,,,41,49,10
85578,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,1/7/2024,1/9/2024,,,,190175,1593,a,,a,,1/10/2024 10:02,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_O5mTWEc.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_O5mTWEc.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wOkNqe4.pdf,,,,43,42,15
85578,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,1/7/2024,1/9/2024,,,,190176,1417,rv,,rv,,1/10/2024 10:02,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wOkNqe4.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wOkNqe4.pdf,,,,45,46,10
85493,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,12/31/2023,1/2/2024,,,,189621,1521,a,,a,,1/3/2024 10:44,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_X9asmDv.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_X9asmDv.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_11nGFKX.pdf,,,,38,47,15
85493,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,12/31/2023,1/2/2024,,,,189622,1343,rv,,rv,,1/3/2024 10:44,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_11nGFKX.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_11nGFKX.pdf,,,,43,48,9
85486,1554,RMG Research,,,RMG Research,555,RMG Research,2.3,-0.4,,5,,12/20/2023,12/21/2023,,,,189584,1000,rv,,rv,,12/29/2023 16:29,Disapproval number provided by Scott Rasmussen through email,https://twitter.com/RMG_Research/status/1740169486307844371,,https://twitter.com/RMG_Research/status/1740169486307844371,,,,,41,51,0
85453,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,12/16/2023,12/18/2023,,,,189310,1500,a,,a,,12/20/2023 9:30,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_FBzrwMv.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_FBzrwMv.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pJolTxJ.pdf,,,,36,46,18
85453,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,12/16/2023,12/18/2023,,,,189311,1336,rv,,rv,,12/20/2023 9:30,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pJolTxJ.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pJolTxJ.pdf,,,,40,50,10
85335,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,12/9/2023,12/12/2023,,,,188709,1500,a,,a,,12/13/2023 9:28,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_O1RjLdq.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_O1RjLdq.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_y2MuS3t.pdf,,,,35,51,14
85335,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,12/9/2023,12/12/2023,,,,188710,1332,rv,,rv,,12/13/2023 9:28,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_y2MuS3t.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_y2MuS3t.pdf,,,,38,53,9
84875,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,12/2/2023,12/5/2023,,,,188006,1500,a,,a,,12/6/2023 10:16,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_41LGsxk.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_41LGsxk.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_BOEC4TZ.pdf,,,,35,49,16
84875,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,12/2/2023,12/5/2023,,,,188007,1291,rv,,rv,,12/6/2023 10:16,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_BOEC4TZ.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_BOEC4TZ.pdf,,,,41,49,11
84832,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,11/25/2023,11/27/2023,,,,187780,1500,a,,a,,11/29/2023 9:47,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_hzXyZ87.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_hzXyZ87.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3GgK6Vy.pdf,,,,38,48,13
84832,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,11/25/2023,11/27/2023,,,,187781,1323,rv,,rv,,11/29/2023 9:47,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3GgK6Vy.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3GgK6Vy.pdf,,,,42,51,7
84819,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,11/18/2023,11/20/2023,,,,187648,1500,a,,a,,11/22/2023 9:02,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_7kHym5K.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_7kHym5K.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ewAQzcE.pdf,,,,43,40,17
84819,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,11/18/2023,11/20/2023,,,,187649,1323,rv,,rv,,11/22/2023 9:02,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ewAQzcE.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ewAQzcE.pdf,,,,47,42,10
84681,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,11/11/2023,11/14/2023,,,,186252,1500,a,,a,,11/15/2023 10:06,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_bKk3Qa1.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_bKk3Qa1.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_g1diQvj.pdf,,,,40,47,13
84681,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,11/11/2023,11/14/2023,,,,186253,1272,rv,,rv,,11/15/2023 10:06,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_g1diQvj.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_g1diQvj.pdf,,,,45,47,8
84611,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,11/5/2023,11/7/2023,,,,185163,1500,a,,a,,11/8/2023 9:34,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_vaQYxHN.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_vaQYxHN.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Vow57W6.pdf,,,,38,50,12
84611,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,11/5/2023,11/7/2023,,,,185164,1313,rv,,rv,,11/8/2023 9:34,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Vow57W6.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Vow57W6.pdf,,,,43,49,8
84685,1075,Marquette Law School,,,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,,11/2/2023,11/7/2023,,,,186305,1010,a,,a,,11/15/2023 10:28,,https://law.marquette.edu/poll/2023/11/14/detailed-results-of-the-marquette-law-school-supreme-court-poll-november-2-7-2023/,https://law.marquette.edu/poll/2023/11/14/detailed-results-of-the-marquette-law-school-supreme-court-poll-november-2-7-2023/,https://law.marquette.edu/poll/wp-content/uploads/2023/11/MLSPSC17Toplines_CourtItems.html,https://law.marquette.edu/poll/wp-content/uploads/2023/11/MLSPSC17Crosstabs_CourtItems.html,,,,41,59,0
84685,1075,Marquette Law School,,,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,,11/2/2023,11/7/2023,,,,186454,856,rv,,rv,,11/16/2023 8:52,,https://law.marquette.edu/poll/wp-content/uploads/2023/11/MLSPSC17ToplinesRV.html,,https://law.marquette.edu/poll/wp-content/uploads/2023/11/MLSPSC17ToplinesRV.html,https://law.marquette.edu/poll/2023/11/15/detailed-results-of-the-marquette-law-school-supreme-court-poll-november-2-7-2023-2/,,,,44,56,0
84685,1075,Marquette Law School,,,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,,11/2/2023,11/7/2023,,,,186455,668,lv,,lv,,11/16/2023 8:52,,https://law.marquette.edu/poll/wp-content/uploads/2023/11/MLSPSC17ToplinesLV.html,,https://law.marquette.edu/poll/wp-content/uploads/2023/11/MLSPSC17ToplinesLV.html,https://law.marquette.edu/poll/2023/11/15/detailed-results-of-the-marquette-law-school-supreme-court-poll-november-2-7-2023-2/,,,,45,55,0
84513,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,10/28/2023,10/31/2023,,,,184346,1500,a,,a,,11/1/2023 10:23,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_cIQloVR.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_cIQloVR.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_bpzPgoE.pdf,,,,35,48,16
84513,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,10/28/2023,10/31/2023,,,,184347,1333,rv,,rv,,11/1/2023 10:23,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_bpzPgoE.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_bpzPgoE.pdf,,,,40,50,10
84487,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,10/21/2023,10/24/2023,,,,184175,1500,a,,a,,10/25/2023 10:56,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_WzgzhWp.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_WzgzhWp.pdf,,,,33,52,14
